sample_id,file_prefix,raw_sample_id,stage,tissue,sex,condition,infection_mode,biological_location,replicate,source_sample_id,batch,dataset,lane,run_accession,study_accession
SM_CERC_MIX_UNKN_R1_B1,SM_CERC_MIX_UNKN_R1_B1,X_Cercariae_R1,cercariae,whole_organism,mixed,unknown,,"Free-living, water",1,,B1,PRJEB32839,L1,ERR11178320,PRJEB32839
SM_SCH2_MIX_UNKN_R3_B1,SM_SCH2_MIX_UNKN_R3_B1,X_2d_Somules_R3,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,3,,B1,PRJEB32839,L1,ERR11178323,PRJEB32839
SM_SP32_FEM_UNKN_R3_B1,SM_SP32_FEM_UNKN_R3_B1,F_32d_Sporocysts_R3,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,3,,B1,PRJEB32839,L1,ERR11178325,PRJEB32839
SM_CERC_MIX_UNKN_R2_B1,SM_CERC_MIX_UNKN_R2_B1,X_Cercariae_R2,cercariae,whole_organism,mixed,unknown,,"Free-living, water",2,,B1,PRJEB32839,L1,ERR11178328,PRJEB32839
SM_SP32_FEM_UNKN_R4_B1,SM_SP32_FEM_UNKN_R4_B1,F_32d_Sporocysts_R4,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,4,,B1,PRJEB32839,L1,ERR11178334,PRJEB32839
SM_SP32_MIX_UNKN_R5_B1,SM_SP32_MIX_UNKN_R5_B1,X_32d_Sporocysts_R5,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,5,,B1,PRJEB32839,L1,ERR11178342,PRJEB32839
SM_CERC_FEM_UNKN_R1_B1,SM_CERC_FEM_UNKN_R1_B1,F_Cercariae_R1,cercariae,whole_organism,female,unknown,,"Free-living, water",1,,B1,PRJEB32839,L1,ERR11178343,PRJEB32839
SM_CERC_FEM_UNKN_R3_B1,SM_CERC_FEM_UNKN_R3_B1,F_Cercariae_R3,cercariae,whole_organism,female,unknown,,"Free-living, water",3,,B1,PRJEB32839,L1,ERR11178349,PRJEB32839
SM_EGGS_MIX_UNKN_R1_B1,SM_EGGS_MIX_UNKN_R1_B1,X_Eggs_R1,eggs,whole_organism,mixed,unknown,,Intramammalian,1,,B1,PRJEB32839,L2,ERR11178356,PRJEB32839
SM_MIRA_MIX_UNKN_R5_B1,SM_MIRA_MIX_UNKN_R5_B1,X_Miracidia_R5,miracidium,whole_organism,mixed,unknown,,"Free-living, water",5,,B1,PRJEB32839,L2,ERR11178368,PRJEB32839
SM_SP32_MAL_UNKN_R1_B1,SM_SP32_MAL_UNKN_R1_B1,M_32d_Sporocysts_R1,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,1,,B1,PRJEB32839,L2,ERR11178372,PRJEB32839
SM_AD26_FEM_UNKN_R4_B1,SM_AD26_FEM_UNKN_R4_B1,F_26d_Juveniles_R4,adult_26d,whole_organism,female,unknown,,Intramammalian,4,,B1,PRJEB32839,L2,ERR11178379,PRJEB32839
SM_SCH2_MIX_UNKN_R5_B1,SM_SCH2_MIX_UNKN_R5_B1,X_2d_Somules_R5,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L2,ERR11178381,PRJEB32839
SM_EGGS_MIX_UNKN_R4_B1,SM_EGGS_MIX_UNKN_R4_B1,X_Eggs_R4,eggs,whole_organism,mixed,unknown,,Intramammalian,4,,B1,PRJEB32839,L2,ERR11178385,PRJEB32839
SM_SCH2_MAL_UNKN_R5_B1,SM_SCH2_MAL_UNKN_R5_B1,M_2d_Somules_R5,schistosomula_2d,whole_organism,male,unknown,,in vitro,5,,B1,PRJEB32839,L2,ERR11178386,PRJEB32839
SM_SP01_MIX_UNKN_R2_B1,SM_SP01_MIX_UNKN_R2_B1,X_1d_Sporocysts_R2,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,2,,B1,PRJEB32839,L2,ERR11178387,PRJEB32839
SM_AD26_FEM_UNKN_R5_B1,SM_AD26_FEM_UNKN_R5_B1,F_26d_Juveniles_R5,adult_26d,whole_organism,female,unknown,,Intramammalian,5,,B1,PRJEB32839,L2,ERR11178388,PRJEB32839
SM_EGGS_MIX_UNKN_R5_B1,SM_EGGS_MIX_UNKN_R5_B1,X_Eggs_R5,eggs,whole_organism,mixed,unknown,,Intramammalian,5,,B1,PRJEB32839,L2,ERR11178394,PRJEB32839
SM_SCH2_MIX_UNKN_R1_B1,SM_SCH2_MIX_UNKN_R1_B1,X_2d_Somules_R1,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L2,ERR11178395,PRJEB32839
SM_SP01_MIX_UNKN_R3_B1,SM_SP01_MIX_UNKN_R3_B1,X_1d_Sporocysts_R3,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,3,,B1,PRJEB32839,L2,ERR11178396,PRJEB32839
SM_SP32_MAL_UNKN_R4_B1,SM_SP32_MAL_UNKN_R4_B1,M_32d_Sporocysts_R4,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,4,,B1,PRJEB32839,L2,ERR11178400,PRJEB32839
SM_SCH2_FEM_UNKN_R4_B1,SM_SCH2_FEM_UNKN_R4_B1,F_2d_Somules_R4,schistosomula_2d,whole_organism,female,unknown,,in vitro,4,,B1,PRJEB32839,L2,ERR11178402,PRJEB32839
SM_MIRA_MIX_UNKN_R1_B1,SM_MIRA_MIX_UNKN_R1_B1,X_Miracidia_R1,miracidium,whole_organism,mixed,unknown,,"Free-living, water",1,,B1,PRJEB32839,L2,ERR11178403,PRJEB32839
SM_AD26_MAL_UNKN_R2_B1,SM_AD26_MAL_UNKN_R2_B1,M_26d_Juveniles_R2,adult_26d,whole_organism,male,unknown,,Intramammalian,2,,B1,PRJEB32839,L2,ERR11178406,PRJEB32839
SM_SP32_FEM_UNKN_R2_B1,SM_SP32_FEM_UNKN_R2_B1,F_32d_Sporocysts_R2,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,2,,B1,PRJEB32839,L2,ERR11178407,PRJEB32839
SM_SP32_FEM_UNKN_R3_B1,SM_SP32_FEM_UNKN_R3_B1,F_32d_Sporocysts_R3,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,3,,B1,PRJEB32839,L2,ERR11178415,PRJEB32839
SM_SP32_MIX_UNKN_R3_B1,SM_SP32_MIX_UNKN_R3_B1,X_32d_Sporocysts_R3,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,3,,B1,PRJEB32839,L2,ERR11178431,PRJEB32839
SM_SP32_MIX_UNKN_R4_B1,SM_SP32_MIX_UNKN_R4_B1,X_32d_Sporocysts_R4,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,4,,B1,PRJEB32839,L2,ERR11178435,PRJEB32839
SM_CERC_FEM_UNKN_R2_B1,SM_CERC_FEM_UNKN_R2_B1,F_Cercariae_R2,cercariae,whole_organism,female,unknown,,"Free-living, water",2,,B1,PRJEB32839,L2,ERR11178437,PRJEB32839
SM_SP01_MIX_UNKN_R5_B1,SM_SP01_MIX_UNKN_R5_B1,X_1d_Sporocysts_R5,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L1,ERR11178264,PRJEB32839
SM_EGGS_MIX_UNKN_R1_B1,SM_EGGS_MIX_UNKN_R1_B1,X_Eggs_R1,eggs,whole_organism,mixed,unknown,,Intramammalian,1,,B1,PRJEB32839,L1,ERR11178266,PRJEB32839
SM_SCH2_MAL_UNKN_R2_B1,SM_SCH2_MAL_UNKN_R2_B1,M_2d_Somules_R2,schistosomula_2d,whole_organism,male,unknown,,in vitro,2,,B1,PRJEB32839,L1,ERR11178267,PRJEB32839
SM_AD26_MAL_UNKN_R5_B1,SM_AD26_MAL_UNKN_R5_B1,M_26d_Juveniles_R5,adult_26d,whole_organism,male,unknown,,Intramammalian,5,,B1,PRJEB32839,L1,ERR11178271,PRJEB32839
SM_SP32_FEM_UNKN_R5_B1,SM_SP32_FEM_UNKN_R5_B1,F_32d_Sporocysts_R5,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,5,,B1,PRJEB32839,L1,ERR11178272,PRJEB32839
SM_MIRA_MIX_UNKN_R5_B1,SM_MIRA_MIX_UNKN_R5_B1,X_Miracidia_R5,miracidium,whole_organism,mixed,unknown,,"Free-living, water",5,,B1,PRJEB32839,L1,ERR11178278,PRJEB32839
SM_AD26_FEM_UNKN_R3_B1,SM_AD26_FEM_UNKN_R3_B1,F_26d_Juveniles_R3,adult_26d,whole_organism,female,unknown,,Intramammalian,3,,B1,PRJEB32839,L1,ERR11178279,PRJEB32839
SM_SP05_MIX_UNKN_R3_B1,SM_SP05_MIX_UNKN_R3_B1,X_5d_Sporocysts_R3,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,3,,B1,PRJEB32839,L1,ERR11178280,PRJEB32839
SM_SCH2_MIX_UNKN_R4_B1,SM_SCH2_MIX_UNKN_R4_B1,X_2d_Somules_R4,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L1,ERR11178281,PRJEB32839
SM_SCH2_FEM_UNKN_R1_B1,SM_SCH2_FEM_UNKN_R1_B1,F_2d_Somules_R1,schistosomula_2d,whole_organism,female,unknown,,in vitro,1,,B1,PRJEB32839,L1,ERR11178285,PRJEB32839
SM_SP01_MIX_UNKN_R1_B1,SM_SP01_MIX_UNKN_R1_B1,X_1d_Sporocysts_R1,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L1,ERR11178288,PRJEB32839
SM_AD26_FEM_UNKN_R4_B1,SM_AD26_FEM_UNKN_R4_B1,F_26d_Juveniles_R4,adult_26d,whole_organism,female,unknown,,Intramammalian,4,,B1,PRJEB32839,L1,ERR11178289,PRJEB32839
SM_SP05_MIX_UNKN_R4_B1,SM_SP05_MIX_UNKN_R4_B1,X_5d_Sporocysts_R4,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L1,ERR11178290,PRJEB32839
SM_CERC_MAL_UNKN_R3_B1,SM_CERC_MAL_UNKN_R3_B1,M_Cercariae_R3,cercariae,whole_organism,male,unknown,,"Free-living, water",3,,B1,PRJEB32839,L1,ERR11178293,PRJEB32839
SM_SCH2_FEM_UNKN_R2_B1,SM_SCH2_FEM_UNKN_R2_B1,F_2d_Somules_R2,schistosomula_2d,whole_organism,female,unknown,,in vitro,2,,B1,PRJEB32839,L1,ERR11178294,PRJEB32839
SM_SCH2_MAL_UNKN_R5_B1,SM_SCH2_MAL_UNKN_R5_B1,M_2d_Somules_R5,schistosomula_2d,whole_organism,male,unknown,,in vitro,5,,B1,PRJEB32839,L1,ERR11178296,PRJEB32839
SM_SP05_MIX_UNKN_R5_B1,SM_SP05_MIX_UNKN_R5_B1,X_5d_Sporocysts_R5,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L1,ERR11178299,PRJEB32839
SM_SP32_MAL_UNKN_R3_B1,SM_SP32_MAL_UNKN_R3_B1,M_32d_Sporocysts_R3,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,3,,B1,PRJEB32839,L1,ERR11178301,PRJEB32839
SM_SCH2_FEM_UNKN_R3_B1,SM_SCH2_FEM_UNKN_R3_B1,F_2d_Somules_R3,schistosomula_2d,whole_organism,female,unknown,,in vitro,3,,B1,PRJEB32839,L1,ERR11178303,PRJEB32839
SM_SCH2_MIX_UNKN_R1_B1,SM_SCH2_MIX_UNKN_R1_B1,X_2d_Somules_R1,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L1,ERR11178305,PRJEB32839
SM_SP32_MAL_UNKN_R4_B1,SM_SP32_MAL_UNKN_R4_B1,M_32d_Sporocysts_R4,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,4,,B1,PRJEB32839,L1,ERR11178310,PRJEB32839
SM_SP01_MIX_UNKN_R4_B1,SM_SP01_MIX_UNKN_R4_B1,X_1d_Sporocysts_R4,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L1,ERR11178315,PRJEB32839
SM_AD26_MAL_UNKN_R3_B1,SM_AD26_MAL_UNKN_R3_B1,M_26d_Juveniles_R3,adult_26d,whole_organism,male,unknown,,Intramammalian,3,,B1,PRJEB32839,L1,ERR11178324,PRJEB32839
SM_SP05_MIX_UNKN_R1_B1,SM_SP05_MIX_UNKN_R1_B1,X_5d_Sporocysts_R1,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L1,ERR11178332,PRJEB32839
SM_AD26_MAL_UNKN_R4_B1,SM_AD26_MAL_UNKN_R4_B1,M_26d_Juveniles_R4,adult_26d,whole_organism,male,unknown,,Intramammalian,4,,B1,PRJEB32839,L1,ERR11178333,PRJEB32839
SM_SP32_MIX_UNKN_R4_B1,SM_SP32_MIX_UNKN_R4_B1,X_32d_Sporocysts_R4,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,4,,B1,PRJEB32839,L1,ERR11178345,PRJEB32839
SM_CERC_FEM_UNKN_R5_B1,SM_CERC_FEM_UNKN_R5_B1,F_Cercariae_R5,cercariae,whole_organism,female,unknown,,"Free-living, water",5,,B1,PRJEB32839,L1,ERR11178353,PRJEB32839
SM_SP01_MIX_UNKN_R5_B1,SM_SP01_MIX_UNKN_R5_B1,X_1d_Sporocysts_R5,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L2,ERR11178354,PRJEB32839
SM_CERC_MIX_UNKN_R4_B1,SM_CERC_MIX_UNKN_R4_B1,X_Cercariae_R4,cercariae,whole_organism,mixed,unknown,,"Free-living, water",4,,B1,PRJEB32839,L2,ERR11178355,PRJEB32839
SM_SP05_MIX_UNKN_R2_B1,SM_SP05_MIX_UNKN_R2_B1,X_5d_Sporocysts_R2,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,2,,B1,PRJEB32839,L2,ERR11178360,PRJEB32839
SM_AD26_MAL_UNKN_R5_B1,SM_AD26_MAL_UNKN_R5_B1,M_26d_Juveniles_R5,adult_26d,whole_organism,male,unknown,,Intramammalian,5,,B1,PRJEB32839,L2,ERR11178361,PRJEB32839
SM_SP32_FEM_UNKN_R5_B1,SM_SP32_FEM_UNKN_R5_B1,F_32d_Sporocysts_R5,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,5,,B1,PRJEB32839,L2,ERR11178362,PRJEB32839
SM_CERC_MIX_UNKN_R5_B1,SM_CERC_MIX_UNKN_R5_B1,X_Cercariae_R5,cercariae,whole_organism,mixed,unknown,,"Free-living, water",5,,B1,PRJEB32839,L2,ERR11178365,PRJEB32839
SM_EGGS_MIX_UNKN_R2_B1,SM_EGGS_MIX_UNKN_R2_B1,X_Eggs_R2,eggs,whole_organism,mixed,unknown,,Intramammalian,2,,B1,PRJEB32839,L2,ERR11178366,PRJEB32839
SM_SCH2_MAL_UNKN_R3_B1,SM_SCH2_MAL_UNKN_R3_B1,M_2d_Somules_R3,schistosomula_2d,whole_organism,male,unknown,,in vitro,3,,B1,PRJEB32839,L2,ERR11178367,PRJEB32839
SM_AD26_FEM_UNKN_R3_B1,SM_AD26_FEM_UNKN_R3_B1,F_26d_Juveniles_R3,adult_26d,whole_organism,female,unknown,,Intramammalian,3,,B1,PRJEB32839,L2,ERR11178369,PRJEB32839
SM_SP05_MIX_UNKN_R3_B1,SM_SP05_MIX_UNKN_R3_B1,X_5d_Sporocysts_R3,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,3,,B1,PRJEB32839,L2,ERR11178370,PRJEB32839
SM_SCH2_MIX_UNKN_R4_B1,SM_SCH2_MIX_UNKN_R4_B1,X_2d_Somules_R4,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L2,ERR11178371,PRJEB32839
SM_CERC_MAL_UNKN_R2_B1,SM_CERC_MAL_UNKN_R2_B1,M_Cercariae_R2,cercariae,whole_organism,male,unknown,,"Free-living, water",2,,B1,PRJEB32839,L2,ERR11178374,PRJEB32839
SM_EGGS_MIX_UNKN_R3_B1,SM_EGGS_MIX_UNKN_R3_B1,X_Eggs_R3,eggs,whole_organism,mixed,unknown,,Intramammalian,3,,B1,PRJEB32839,L2,ERR11178376,PRJEB32839
SM_SP01_MIX_UNKN_R1_B1,SM_SP01_MIX_UNKN_R1_B1,X_1d_Sporocysts_R1,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L2,ERR11178378,PRJEB32839
SM_SP32_MAL_UNKN_R2_B1,SM_SP32_MAL_UNKN_R2_B1,M_32d_Sporocysts_R2,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,2,,B1,PRJEB32839,L2,ERR11178382,PRJEB32839
SM_SCH2_FEM_UNKN_R2_B1,SM_SCH2_FEM_UNKN_R2_B1,F_2d_Somules_R2,schistosomula_2d,whole_organism,female,unknown,,in vitro,2,,B1,PRJEB32839,L2,ERR11178384,PRJEB32839
SM_SP05_MIX_UNKN_R5_B1,SM_SP05_MIX_UNKN_R5_B1,X_5d_Sporocysts_R5,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L2,ERR11178389,PRJEB32839
SM_SP01_MIX_UNKN_R4_B1,SM_SP01_MIX_UNKN_R4_B1,X_1d_Sporocysts_R4,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,4,,B1,PRJEB32839,L2,ERR11178405,PRJEB32839
SM_SP32_MAL_UNKN_R5_B1,SM_SP32_MAL_UNKN_R5_B1,M_32d_Sporocysts_R5,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,5,,B1,PRJEB32839,L2,ERR11178409,PRJEB32839
SM_CERC_MIX_UNKN_R1_B1,SM_CERC_MIX_UNKN_R1_B1,X_Cercariae_R1,cercariae,whole_organism,mixed,unknown,,"Free-living, water",1,,B1,PRJEB32839,L2,ERR11178410,PRJEB32839
SM_SCH2_MIX_UNKN_R3_B1,SM_SCH2_MIX_UNKN_R3_B1,X_2d_Somules_R3,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,3,,B1,PRJEB32839,L2,ERR11178413,PRJEB32839
SM_SP32_MIX_UNKN_R1_B1,SM_SP32_MIX_UNKN_R1_B1,X_32d_Sporocysts_R1,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,1,,B1,PRJEB32839,L2,ERR11178417,PRJEB32839
SM_CERC_MIX_UNKN_R2_B1,SM_CERC_MIX_UNKN_R2_B1,X_Cercariae_R2,cercariae,whole_organism,mixed,unknown,,"Free-living, water",2,,B1,PRJEB32839,L2,ERR11178418,PRJEB32839
SM_SP05_MIX_UNKN_R1_B1,SM_SP05_MIX_UNKN_R1_B1,X_5d_Sporocysts_R1,sporocyst_5d,whole_organism,mixed,unknown,,in vitro,1,,B1,PRJEB32839,L2,ERR11178422,PRJEB32839
SM_SP32_FEM_UNKN_R4_B1,SM_SP32_FEM_UNKN_R4_B1,F_32d_Sporocysts_R4,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,4,,B1,PRJEB32839,L2,ERR11178424,PRJEB32839
SM_CERC_MIX_UNKN_R3_B1,SM_CERC_MIX_UNKN_R3_B1,X_Cercariae_R3,cercariae,whole_organism,mixed,unknown,,"Free-living, water",3,,B1,PRJEB32839,L2,ERR11178427,PRJEB32839
SM_SP32_MIX_UNKN_R5_B1,SM_SP32_MIX_UNKN_R5_B1,X_32d_Sporocysts_R5,sporocyst_32d,whole_organism,mixed,unknown,,Intramolluscan,5,,B1,PRJEB32839,L2,ERR11178432,PRJEB32839
SM_CERC_FEM_UNKN_R1_B1,SM_CERC_FEM_UNKN_R1_B1,F_Cercariae_R1,cercariae,whole_organism,female,unknown,,"Free-living, water",1,,B1,PRJEB32839,L2,ERR11178433,PRJEB32839
SM_CERC_FEM_UNKN_R3_B1,SM_CERC_FEM_UNKN_R3_B1,F_Cercariae_R3,cercariae,whole_organism,female,unknown,,"Free-living, water",3,,B1,PRJEB32839,L2,ERR11178439,PRJEB32839
SM_CERC_FEM_UNKN_R4_B1,SM_CERC_FEM_UNKN_R4_B1,F_Cercariae_R4,cercariae,whole_organism,female,unknown,,"Free-living, water",4,,B1,PRJEB32839,L2,ERR11178441,PRJEB32839
SM_CERC_MIX_UNKN_R4_B1,SM_CERC_MIX_UNKN_R4_B1,X_Cercariae_R4,cercariae,whole_organism,mixed,unknown,,"Free-living, water",4,,B1,PRJEB32839,L1,ERR11178265,PRJEB32839
SM_MIRA_MIX_UNKN_R4_B1,SM_MIRA_MIX_UNKN_R4_B1,X_Miracidia_R4,miracidium,whole_organism,mixed,unknown,,"Free-living, water",4,,B1,PRJEB32839,L1,ERR11178268,PRJEB32839
SM_AD26_FEM_UNKN_R2_B1,SM_AD26_FEM_UNKN_R2_B1,F_26d_Juveniles_R2,adult_26d,whole_organism,female,unknown,,Intramammalian,2,,B1,PRJEB32839,L1,ERR11178269,PRJEB32839
SM_CERC_MAL_UNKN_R1_B1,SM_CERC_MAL_UNKN_R1_B1,M_Cercariae_R1,cercariae,whole_organism,male,unknown,,"Free-living, water",1,,B1,PRJEB32839,L1,ERR11178274,PRJEB32839
SM_SCH2_MIX_UNKN_R5_B1,SM_SCH2_MIX_UNKN_R5_B1,X_2d_Somules_R5,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,5,,B1,PRJEB32839,L1,ERR11178291,PRJEB32839
SM_SP32_MAL_UNKN_R2_B1,SM_SP32_MAL_UNKN_R2_B1,M_32d_Sporocysts_R2,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,2,,B1,PRJEB32839,L1,ERR11178292,PRJEB32839
SM_SP01_MIX_UNKN_R2_B1,SM_SP01_MIX_UNKN_R2_B1,X_1d_Sporocysts_R2,sporocyst_1d,whole_organism,mixed,unknown,,in vitro,2,,B1,PRJEB32839,L1,ERR11178297,PRJEB32839
SM_AD26_FEM_UNKN_R5_B1,SM_AD26_FEM_UNKN_R5_B1,F_26d_Juveniles_R5,adult_26d,whole_organism,female,unknown,,Intramammalian,5,,B1,PRJEB32839,L1,ERR11178298,PRJEB32839
SM_EGGS_MIX_UNKN_R5_B1,SM_EGGS_MIX_UNKN_R5_B1,X_Eggs_R5,eggs,whole_organism,mixed,unknown,,Intramammalian,5,,B1,PRJEB32839,L1,ERR11178304,PRJEB32839
SM_SP32_FEM_UNKN_R1_B1,SM_SP32_FEM_UNKN_R1_B1,F_32d_Sporocysts_R1,sporocyst_32d,whole_organism,female,unknown,,Intramolluscan,1,,B1,PRJEB32839,L1,ERR11178308,PRJEB32839
SM_CERC_MAL_UNKN_R5_B1,SM_CERC_MAL_UNKN_R5_B1,M_Cercariae_R5,cercariae,whole_organism,male,unknown,,"Free-living, water",5,,B1,PRJEB32839,L1,ERR11178311,PRJEB32839
SM_SCH2_MIX_UNKN_R2_B1,SM_SCH2_MIX_UNKN_R2_B1,X_2d_Somules_R2,schistosomula_2d,whole_organism,mixed,unknown,,in vitro,2,,B1,PRJEB32839,L1,ERR11178314,PRJEB32839
SM_SP32_MAL_UNKN_R5_B1,SM_SP32_MAL_UNKN_R5_B1,M_32d_Sporocysts_R5,sporocyst_32d,whole_organism,male,unknown,,Intramolluscan,5,,B1,PRJEB32839,L1,ERR11178319,PRJEB32839
SM_SCH2_FEM_UNKN_R5_B1,SM_SCH2_FEM_UNKN_R5_B1,F_2d_Somules_R5,schistosomula_2d,whole_organism,female,unknown,,in vitro,5,,B1,PRJEB32839,L1,ERR11178321,PRJEB32839
SM_MIRA_MIX_UNKN_R2_B1,SM_MIRA_MIX_UNKN_R2_B1,X_Miracidia_R2,miracidium,whole_organism,mixed,unknown,,"Free-living, water",2,,B1,PRJEB32839,L1,ERR11178322,PRJEB32839
